철도운영기관명,선명,역명,지번주소,도로명주소,,,,,,,,,
서울교통공사,7호선,용마산,서울특별시 중랑구 면목동 1316-5 용마산역(7호선),서울특별시 중랑구 용마산로 지하227(면목동),서울특별시,중랑구,용마산로,지하227(면목동),,,,,
서울교통공사,7호선,장승배기,서울특별시 동작구 상도동 26-20 장승배기역(7호선),서울특별시 동작구 상도로 지하188(상도동),서울특별시,동작구,상도로,지하188(상도동),,,,,
서울교통공사,7호선,장암,경기도 의정부시 장암동 160-8 장암역(7호선),경기도 의정부시 동일로 121(장암동),경기도,의정부시,동일로,121(장암동),,,,,
서울교통공사,7호선,중계,서울특별시 노원구 중계동 503-3 중계역(7호선),서울특별시 노원구 동일로 지하1308-1(중계동),서울특별시,노원구,동일로,지하1308-1(중계동),,,,,
서울교통공사,7호선,중곡,서울특별시 광진구 중곡동 273-2 7호선 중곡역(7호선),서울특별시 광진구 능동로 지하417(중곡동),서울특별시,광진구,능동로,지하417(중곡동),,,,,
서울교통공사,7호선,중화,서울특별시 중랑구 중화동 50-3 중화역(7호선),서울특별시 중랑구 동일로 지하797(중화동),서울특별시,중랑구,동일로,지하797(중화동),,,,,
서울교통공사,7호선,천왕,서울특별시 구로구 천왕동 14-25 천왕역(7호선),서울특별시 구로구 오리로 지하1154(천왕동),서울특별시,구로구,오리로,지하1154(천왕동),,,,,
서울교통공사,7호선,철산,경기도 광명시 철산동 526 철산역(7호선),경기도 광명시 철산로 지하13(철산동),경기도,광명시,철산로,지하13(철산동),,,,,
서울교통공사,7호선,청담,서울특별시 강남구 청담동 77-76 청담역(7호선),서울특별시 강남구 학동로 지하508(청담동),서울특별시,강남구,학동로,지하508(청담동),,,,,
서울교통공사,7호선,총신대입구(이수),서울특별시 동작구 사당동 144-4 이수역(7호선),서울특별시 동작구 사당로 지하310(사당동),서울특별시,동작구,사당로,지하310(사당동),,,,,
서울교통공사,7호선,태릉입구,서울특별시 노원구 공릉동 616-4 태릉입구역(7호선),서울특별시 노원구 동일로 지하 992-1(공릉동),서울특별시,노원구,동일로,지하,992-1(공릉동),,,,
서울교통공사,7호선,하계,서울특별시 노원구 하계동 273-5 하계역(7호선),서울특별시 노원구 동일로 지하1196(하계동),서울특별시,노원구,동일로,지하1196(하계동),,,,,
서울교통공사,7호선,학동,서울특별시 강남구 논현동 279-67 학동역(7호선),서울특별시 강남구 학동로 지하180(논현동),서울특별시,강남구,학동로,지하180(논현동),,,,,
인천교통공사,7호선,굴포천,,경기도 부천시 길주로 623,경기도,부천시,길주로,623,,,,,
인천교통공사,7호선,까치울,,경기도 부천시 길주로 626,경기도,부천시,길주로,626,,,,,
인천교통공사,7호선,부천시청,,경기도 부천시 길주로 202,경기도,부천시,길주로,202,,,,,
인천교통공사,7호선,부천종합운동장,,경기도 부천시 길주로 502,경기도,부천시,길주로,502,,,,,
인천교통공사,7호선,부평구청,,경기도 부천시 길주로 189,경기도,부천시,길주로,189,,,,,
인천교통공사,7호선,산곡,,경기도 부천시 길주로 379,경기도,부천시,길주로,379,,,,,
인천교통공사,7호선,삼산체육관,,경기도 부천시 길주로 713,경기도,부천시,길주로,713,,,,,
인천교통공사,7호선,상동,,경기도 부천시 길주로 104,경기도,부천시,길주로,104,,,,,
인천교통공사,7호선,석남(거북시장),,경기도 부천시 길주로 120,경기도,부천시,길주로,120,,,,,
인천교통공사,7호선,신중동,,경기도 부천시 길주로 314,경기도,부천시,길주로,314,,,,,
인천교통공사,7호선,춘의,,경기도 부천시 길주로 406,경기도,부천시,길주로,406,,,,,
서울교통공사,8호선,가락시장,서울특별시 송파구 가락동 184-23 가락시장역(8호선),서울특별시 송파구 송파대로 지하257(가락동),서울특별시,송파구,송파대로,지하257(가락동),,,,,
서울교통공사,8호선,강동구청,서울특별시 강동구 성내동 319 강동구청역(8호선),서울특별시 강동구 올림픽로 지하550(성내동),서울특별시,강동구,올림픽로,지하550(성내동),,,,,
서울교통공사,8호선,남위례,경기도 성남시 수정구 복정동 57 남위례역(8호선),경기도 성남시 수정구 공원로 601(복정동),경기도,성남시,수정구,공원로,601(복정동),,,,
서울교통공사,8호선,남한산성입구(성남법원·검찰청),경기도 성남시 수정구 단대동 96 남한산성입구역(8호선),경기도 성남시 수정구 산성대로 지하445(단대동),경기도,성남시,수정구,산성대로,지하445(단대동),,,,
서울교통공사,8호선,단대오거리,경기도 성남시 수정구 신흥동 2467 단대오거리역(8호선),경기도 성남시 수정구 산성대로 지하365(신흥동),경기도,성남시,수정구,산성대로,지하365(신흥동),,,,
서울교통공사,8호선,모란,경기도 성남시 수정구 수진동 4518 모란역(8호선),경기도 성남시 수정구 산성대로 지하100(수진동),경기도,성남시,수정구,산성대로,지하100(수진동),,,,
서울교통공사,8호선,몽촌토성(평화의문),서울특별시 송파구 신천동 19 몽촌토성역(8호선),서울특별시 송파구 올림픽로 지하383(신천동),서울특별시,송파구,올림픽로,지하383(신천동),,,,,
서울교통공사,8호선,문정,서울특별시 송파구 문정동 119-4 문정역(8호선),서울특별시 송파구 송파대로 지하179(문정동),서울특별시,송파구,송파대로,지하179(문정동),,,,,
서울교통공사,8호선,복정,서울특별시 송파구 장지동 596-21 복정역(8호선),서울특별시 송파구 송파대로 지하6(장지동),서울특별시,송파구,송파대로,지하6(장지동),,,,,
서울교통공사,8호선,산성,경기도 성남시 수정구 신흥동 7 산성역(8호선),경기도 성남시 수정구 수정로 지하365(신흥동),경기도,성남시,수정구,수정로,지하365(신흥동),,,,
서울교통공사,8호선,석촌,서울특별시 송파구 석촌동 209 석촌역(8호선),서울특별시 송파구 송파대로 지하439(석촌동),서울특별시,송파구,송파대로,지하439(석촌동),,,,,
서울교통공사,8호선,송파,서울특별시 송파구 가락동 459-4 송파역(8호선),서울특별시 송파구 송파대로 지하354(가락동),서울특별시,송파구,송파대로,지하354(가락동),,,,,
서울교통공사,8호선,수진,경기도 성남시 수정구 수진동 2205-1 수진역(8호선),경기도 성남시 수정구 산성대로 지하200(수진동),경기도,성남시,수정구,산성대로,지하200(수진동),,,,
서울교통공사,8호선,신흥,경기도 성남시 수정구 신흥동 2467 신흥역(8호선),경기도 성남시 수정구 산성대로 지하280(신흥동),경기도,성남시,수정구,산성대로,지하280(신흥동),,,,
서울교통공사,8호선,암사,서울특별시 강동구 암사동 501 암사역(8호선),서울특별시 강동구 올림픽로 지하776(암사동),서울특별시,강동구,올림픽로,지하776(암사동),,,,,
서울교통공사,8호선,잠실(송파구청),서울특별시 송파구 신천동 7-4 잠실역(8호선),서울특별시 송파구 올림픽로 305(신천동),서울특별시,송파구,올림픽로,305(신천동),,,,,
서울교통공사,8호선,장지,서울특별시 송파구 장지동 201-5 장지역(8호선),서울특별시 송파구 송파대로 지하82(장지동),서울특별시,송파구,송파대로,지하82(장지동),,,,,
서울교통공사,8호선,천호(풍납토성),서울특별시 강동구 천호동 455 천호역(8호선),서울특별시 강동구 천호대로 지하997(천호동),서울특별시,강동구,천호대로,지하997(천호동),,,,,
서울9호선,9호선,개화,서울특별시 강서구 개화동 493-2,서울특별시 강서구 개화동로 8길 38,서울특별시,강서구,개화동로,8길,38,,,,
서울9호선,9호선,김포공항,서울특별시 강서구 방화동 886,서울특별시 강서구 하늘길 77,서울특별시,강서구,하늘길,77,,,,,
서울9호선,9호선,공항시장,서울특별시 강서구 공항동 산 20-2,서울특별시 강서구 방화동로 30,서울특별시,강서구,방화동로,30,,,,,
서울9호선,9호선,신방화,서울특별시 강서구 방화동 217-156,서울특별시 강서구 방화대로 301,서울특별시,강서구,방화대로,301,,,,,
서울9호선,9호선,마곡나루,서울특별시 강서구 마곡동 367-6,서울특별시 강서구 마곡중앙5로 2,서울특별시,강서구,마곡중앙5로,2,,,,,
서울9호선,9호선,양천향교,서울특별시 강서구 가양동 159-3,서울특별시 강서구 양천로 341,서울특별시,강서구,양천로,341,,,,,
서울9호선,9호선,가양,서울특별시 강서구 가양동 14-61,서울특별시 강서구 양천로 485,서울특별시,강서구,양천로,485,,,,,
서울9호선,9호선,증미,서울특별시 강서구 등촌동 666-40,서울특별시 강서구 양천로 560,서울특별시,강서구,양천로,560,,,,,
서울9호선,9호선,등촌,서울특별시 강서구 등촌동 666-94,서울특별시 강서구 공항대로 529,서울특별시,강서구,공항대로,529,,,,,
서울9호선,9호선,염창,서울특별시 강서구 염창동 284-84,서울특별시 강서구 공항대로 631,서울특별시,강서구,공항대로,631,,,,,
서울9호선,9호선,신목동,서울특별시 양천구 목동 136-2,서울특별시 양천구 목동중앙로 217,서울특별시,양천구,목동중앙로,217,,,,,
서울9호선,9호선,선유도,서울특별시 영등포구 양평동5가 66-1,서울특별시 영등포구 양평로 124,서울특별시,영등포구,양평로,124,,,,,
서울9호선,9호선,당산,서울특별시 영등포구 당산동6가 227-1,서울특별시 영등포구 양평로 40,서울특별시,영등포구,양평로,40,,,,,
서울9호선,9호선,국회의사당,서울특별시 영등포구 여의도동 1-6,서울특별시 영등포구 국회대로 758,서울특별시,영등포구,국회대로,758,,,,,
서울9호선,9호선,여의도,서울특별시 영등포구 여의도동 2-6,서울특별시 영등포구 의사당대로 101,서울특별시,영등포구,의사당대로,101,,,,,
서울9호선,9호선,샛강,서울특별시 영등포구 여의도동 5-6,서울특별시 영등포구 의사당대로 166,서울특별시,영등포구,의사당대로,166,,,,,
서울9호선,9호선,노량진,서울특별시 동작구 노량진동 60-11,서울특별시 동작구 노량진로 130,서울특별시,동작구,노량진로,130,,,,,
서울9호선,9호선,노들,서울특별시 동작구 본동 344-10,서울특별시 동작구 노량진로 238,서울특별시,동작구,노량진로,238,,,,,
서울9호선,9호선,흑석(중앙대입구),서울특별시 동작구 흑석동 4,서울특별시 동작구 현충로 90,서울특별시,동작구,현충로,90,,,,,
서울9호선,9호선,동작(현충원),서울특별시 동작구 동작동 326,서울특별시 동작구 현충로 220,서울특별시,동작구,현충로,220,,,,,
서울9호선,9호선,구반포,서울특별시 서초구 반포동 817,서울특별시 서초구 신반포로 17,서울특별시,서초구,신반포로,17,,,,,
서울9호선,9호선,신반포,서울특별시 서초구 반포동 128-1,서울특별시 서초구 신반포로 105,서울특별시,서초구,신반포로,105,,,,,
서울9호선,9호선,고속터미널,서울특별시 서초구 반포동 19-11,서울특별시 서초구 신반포로 188,서울특별시,서초구,신반포로,188,,,,,
서울9호선,9호선,사평,서울특별시 서초구 반포동 128-7,서울특별시 서초구 사평대로 285,서울특별시,서초구,사평대로,285,,,,,
서울9호선,9호선,신논현,서울특별시 강남구 역삼동 800,서울특별시 강남구 봉은사로 102,서울특별시,강남구,봉은사로,102,,,,,
서울9호선,9호선,언주,서울특별시 강남구 논현동 279-165,서울특별시 강남구 봉은사로 201,서울특별시,강남구,봉은사로,201,,,,,
서울9호선,9호선,선정릉,서울특별시 강남구 삼성동 111-114,서울특별시 강남구 선릉로 580,서울특별시,강남구,선릉로,580,,,,,
서울9호선,9호선,삼성중앙,서울특별시 강남구 삼성동 111-147,서울특별시 강남구 봉은사로 501,서울특별시,강남구,봉은사로,501,,,,,
서울9호선,9호선,봉은사,서울특별시 강남구 삼성동 172,서울특별시 강남구 봉은사로 601,서울특별시,강남구,봉은사로,601,,,,,
서울9호선,9호선,종합운동장,서울특별시 송파구 잠실동 123,서울특별시 송파구 올림픽로 23,서울특별시,송파구,올림픽로,23,,,,,
서울9호선,9호선,삼전,서울특별시 송파구 잠실동 289,서울특별시 송파구 백제고분로 지하 187,서울특별시,송파구,백제고분로,지하,187,,,,
서울9호선,9호선,석촌고분,서울특별시 송파구 삼전동180-8,서울특별시 송파구 삼학사로 지하 53 ,서울특별시,송파구,삼학사로,지하,53,,,,
서울9호선,9호선,석촌,서울특별시 송파구 석촌동 209,서울특별시 송파구 송파대로 지하 439,서울특별시,송파구,송파대로,지하,439,,,,
서울9호선,9호선,송파나루,서울특별시 송파구 방이동 2,서울특별시 송파구 백제고분로 지하 446,서울특별시,송파구,백제고분로,지하,446,,,,
서울9호선,9호선,한성백제,서울특별시 송파구 방이동 88-21,서울특별시 송파구 위례성대로 지하 51,서울특별시,송파구,위례성대로,지하,51,,,,
서울9호선,9호선,올림픽공원(한국체대),서울특별시 송파구 방이동 88-26,서울특별시 송파구 양재대로 지하 1233,서울특별시,송파구,양재대로,지하,1233,,,,
서울9호선,9호선,둔촌오륜,서울특별시 강동구 둔촌동 227-7,서울특별시 강동구 강동대로 지하 327,서울특별시,강동구,강동대로,지하,327,,,,
서울9호선,9호선,중앙보훈병원,서울특별시 강동구 둔촌동 8-1,서울특별시 강동구 명일로 지하 117,서울특별시,강동구,명일로,지하,117,,,,
코레일,경의중앙,가좌,서울특별시 서대문구 남가좌동 296-12,서울시 서대문구 수색로 27,서울시,서대문구,수색로,27,,,,,
코레일,경의중앙,강매,경기도 고양시 덕양구 행신동 1115-1,"경기도 고양시 덕양구 소원로202 (행신동,강매역사)",경기도,고양시,덕양구,소원로202,"(행신동,강매역사)",,,,
코레일,경의중앙,곡산,경기도 고양시 일산동구 백석동 1185-1,경기도 고양시 일산동구 경의로 160,경기도,고양시,일산동구,경의로,160,,,,
코레일,경의중앙,공덕,서울특별시 마포구 도화동 25-13,서울특별시 마포구 마포대로 92  ,서울특별시,마포구,마포대로,92,,,,,
코레일,경의중앙,구리,경기도 구리시 인창동 244-1,경기도 구리시 건원대로 34번길 32-29,경기도,구리시,건원대로,34번길,32-29,,,,
코레일,경의중앙,국수,경기도 양평군 양서면 국수리 258-25,경기도 양평군 양서면 국수역길 45,경기도,양평군,양서면,국수역길,45,,,,
코레일,경의중앙,금릉,경기도 파주시 금촌동 605-1,경기도 파주시 금릉역로 85,경기도,파주시,금릉역로,85,,,,,
코레일,경의중앙,금촌,경기도 파주시 금촌동 329-355,경기도 파주시 새꽃로 193번지,경기도,파주시,새꽃로,193번지,,,,,
코레일,경의중앙,능곡,경기도 고양시 덕양구 토당동 454-3,경기도 고양시 덕양구 토당로 35,경기도,고양시,덕양구,토당로,35,,,,
코레일,경의중앙,대곡,경기도 고양시 대장동 426-3,경기도 교양시 대주로 107번길 71-82,경기도,교양시,대주로,107번길,71-82,,,,
코레일,경의중앙,덕소,경기도 남양주시 와부읍 덕소리 590-17,경기도 남양주시 와부읍 덕소로 56,경기도,남양주시,와부읍,덕소로,56,,,,
코레일,경의중앙,도농,경기도 남양주시 도농동 56-1,경기도 남양주시 경춘로 433  ,경기도,남양주시,경춘로,433,,,,,
코레일,경의중앙,도라산,,경기도 파주시 장단면 희망로 307(노상리),경기도,파주시,장단면,희망로,307(노상리),,,,
코레일,경의중앙,도심,경기도 남양주시 와부읍 도곡리 1024-34,경기도 남양주시 와부음 덕소로 237,경기도,남양주시,와부음,덕소로,237,,,,
코레일,경의중앙,디지털미디어시티,서울 은평구 수색동 37-2,서울특별시 은평구 수색로 193,서울특별시,은평구,수색로,193,,,,,
코레일,경의중앙,망우,서울특별시 중랑구 상봉동 172,서울특별시 중랑구 망우로 55길 11-10,서울특별시,중랑구,망우로,55길,11월 10일,,,,
코레일,경의중앙,문산,경기도 파주시 문산읍 문산리 17-14,경기도 파주시 문산읍 문산역로 94,경기도,파주시,문산읍,문산역로,94,,,,
코레일,경의중앙,백마,고양시 일산동구 백석동 92,고양시 일산동구 경의로 318,고양시,일산동구,경의로,318,,,,,
코레일,경의중앙,상봉,서울특별시 중랑구 상봉동 100-46,서울시 중랑구 망우로 297,서울시,중랑구,망우로,297,,,,,
코레일,경의중앙,서강대,서울특별시 마포구 노고산동 112-5,서울특별시 마포구 서강로 118(지하),서울특별시,마포구,서강로,118(지하),,,,,
코레일,경의중앙,서빙고,서울특별시 용산구 서빙고동 241-98,서울특별시 용산구 서빙고로 238,서울특별시,용산구,서빙고로,238,,,,,
코레일,경의중앙,서울역,서울특별시 중구 봉래동 2가 122-28,서울시 중구 통일로 1,서울시,중구,통일로,1,,,,,
코레일,경의중앙,수색,서울 은평구 수색동 81,서울특별시 은평구 수색로 261-1  ,서울특별시,은평구,수색로,261-1,,,,,
코레일,경의중앙,신원,경기도 양평군 양서면 신원리 480-29,경기도 양평군 양서면 신원역길7,경기도,양평군,양서면,신원역길7,,,,,
코레일,경의중앙,신촌,서울특별시 신촌동 74-12,서울특별시 서대문구 신촌역로 30,서울특별시,서대문구,신촌역로,30,,,,,
코레일,경의중앙,아신(아세아연합신학대),경기도 양평군 옥천면 아신역길 30 23  ,경기도 양평군 옥천면 아신역1길 23,경기도,양평군,옥천면,아신역1길,23,,,,
코레일,경의중앙,야당,경기도 파주시 야당동 1088,경기도 파주시 소리천로 100,경기도,파주시,소리천로,100,,,,,
코레일,경의중앙,양수,경기도 양평군 양서면 용담리 255-2,경기도 양평군 양서면 목왕로 55-10,경기도,양평군,양서면,목왕로,Oct-55,,,,
코레일,경의중앙,양원(서울시북부병원),서울특별시 중랑구 망우동 269-5,서울시 중랑구 송림길 147,서울시,중랑구,송림길,147,,,,,
코레일,경의중앙,양정,경기도 남양주시 이패동 387번지,경기도 남양주시 경강로 237  ,경기도,남양주시,경강로,237,,,,,
코레일,경의중앙,양평,경기도 양평군 양평읍 양근리 130-37,경기도 양평군 양평읍 역전길 30,경기도,양평군,양평읍,역전길,30,,,,
코레일,경의중앙,오빈,경기도 양평군 양평읍 오빈리 238-41,경기도 양평군 양평읍 덕바위길 58,경기도,양평군,양평읍,덕바위길,58,,,,
코레일,경의중앙,옥수,서울특별시 성동구 옥수동 168-1,서울특별시 성동구 동호로21,서울특별시,성동구,동호로21,,,,,,
코레일,경의중앙,왕십리,서울특별시 성동구 행당동 168-151,서울특별시 성동구 왕십리광장로 17,서울특별시,성동구,왕십리광장로,17,,,,,
코레일,경의중앙,용문,경기도 양평군 용문면 다문리 736-13,경기도 양평군 용문면 용문역길 21,경기도,양평군,용문면,용문역길,21,,,,
코레일,경의중앙,용산,서울특별시 용산구 한강로3가 40-999,서울특별시 용산구 한강대로 23길 55,서울특별시,용산구,한강대로,23길,55,,,,
코레일,경의중앙,운길산,경기도 남양주시 조안면 진중리 229-1,경기도 남양주시 조안면 운길산로 20,경기도,남양주시,조안면,운길산로,20,,,,
코레일,경의중앙,운정,경기도 파주시 교하읍 야당리 295번지,경기도 파주시 운정역길 368,경기도,파주시,운정역길,368,,,,,
코레일,경의중앙,운천,,,,,,,,,,,
코레일,경의중앙,원덕(추읍산),경기도 양평군 양평읍 원덕리 139-4,경기도 양평군 양평읍 원덕흑천길 138,경기도,양평군,양평읍,원덕흑천길,138,,,,
코레일,경의중앙,월롱(서영대학교),경기도 파주시 월롱면 위전리 168-3,경기도 파주시 월롱면 통일로 980,경기도,파주시,월롱면,통일로,980,,,,
코레일,경의중앙,응봉,서울특별시 성동구 응봉동 246 ,서울특별시 성동구 고산자로 124  ,서울특별시,성동구,고산자로,124,,,,,
코레일,경의중앙,이촌,서울특별시 용산구 용산동5가 17-98,서울특별시 용산구 이촌로71길 42,서울특별시,용산구,이촌로71길,42,,,,,
코레일,경의중앙,일산,경기 고양시 일산동 655-691,경기도 고양시 일산서구 경의로 672  ,경기도,고양시,일산서구,경의로,672,,,,
코레일,경의중앙,임진강,경기도 파주시 문산읍 마정리 1253-3,경기도 파주시 문산읍 임진각로 115번길,경기도,파주시,문산읍,임진각로,115번길,,,,
코레일,경의중앙,중랑,서울특별시 중랑구 중화동 73-7,서울특별시 중랑구 중랑역로3길 28  ,서울특별시,중랑구,중랑역로3길,28,,,,,
코레일,경의중앙,지평,경기도 양평군 지평면 지평역길32,경기도 양평군 지평면 지평역길32,경기도,양평군,지평면,지평역길32,,,,,
코레일,경의중앙,청량리,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214 청량리역,서울특별시,동대문구,왕산로,214,청량리역,,,,
코레일,경의중앙,탄현,경기도 고양시 일산서구 덕이동 238-12,경기도 고양시 일산서구 경의로 856,경기도,고양시,일산서구,경의로,856,,,,
코레일,경의중앙,파주(두원대학),경기도 파주시 파주읍 봉암리487-4,경기도 파주시 파주읍 주라위길 38,경기도,파주시,파주읍,주라위길,38,,,,
코레일,경의중앙,팔당,경기도 남양주시 와부읍 팔당리 360,경기도 남양주시 와부읍 팔당로 107,경기도,남양주시,와부읍,팔당로,107,,,,
코레일,경의중앙,풍산,경기도 고양시 일산동구 풍동 1042,경기도 고양시 일산동구 경의로 486,경기도,고양시,일산동구,경의로,486,,,,
코레일,경의중앙,한남,서울시 용산구 한남동,서울특별시 용산구 독서당로6길 12-13,서울특별시,용산구,독서당로6길,12월 13일,,,,,
코레일,경의중앙,행신,경기도 고양시 덕양구 행신동 812,경기도 고양시 덕양구 소원로 102,경기도,고양시,덕양구,소원로,102,,,,
코레일,경의중앙,홍대입구,서울특별시 마포구 동교동 190-1,서울특별시 마포구 양화로 지하188,서울특별시,마포구,양화로,지하188,,,,,
코레일,경의중앙,화전(한국항공대),경기도 고양시 덕양구 화전동 183-10,경기도 고양시 덕양구 화랑로 53,경기도,고양시,덕양구,화랑로,53,,,,
코레일,경의중앙,회기,서울특별시 동대문구 휘경동 317-102,서울특별시 동대문구 회기로 196,서울특별시,동대문구,회기로,196,,,,,
코레일,경의중앙,효창공원앞,서울특별시 용산구 효창동 80,서울특별시 용산구 원효로 71길 40,서울특별시,용산구,원효로,71길,40,,,,
의정부경량전철주식회사,의정부경전철,경기도청북부청사,경기도 의정부시 신곡동 815-3,경기도 의정부시 장곡로 615,경기도,의정부시,장곡로,615,,,,,
의정부경량전철주식회사,의정부경전철,경전철의정부,경기도 의정부시 의정부동 691,경기도 의정부시 신흥로 237,경기도,의정부시,신흥로,237,,,,,
의정부경량전철주식회사,의정부경전철,곤제,경기도 의정부시 금오동 3-3,경기도 의정부시 천보로 173,경기도,의정부시,천보로,173,,,,,
의정부경량전철주식회사,의정부경전철,동오,경기도 의정부시 신곡동 547-15,경기도 의정부시 장곡로 471,경기도,의정부시,장곡로,471,,,,,
의정부경량전철주식회사,의정부경전철,발곡,경기도 의정부시 신곡동 741-3,경기도 의정부시 장곡로 258,경기도,의정부시,장곡로,258,,,,,
의정부경량전철주식회사,의정부경전철,범골,경기도 의정부시 호원동 326-24,경기도 의정부시 신흥로 141,경기도,의정부시,신흥로,141,,,,,
의정부경량전철주식회사,의정부경전철,새말,경기도 의정부시 신곡동 815-1,경기도 의정부시 장곡로 551,경기도,의정부시,장곡로,551,,,,,
의정부경량전철주식회사,의정부경전철,송산,경기도 의정부시 용현동 558,경기도 의정부시 충의로 59,경기도,의정부시,충의로,59,,,,,
의정부경량전철주식회사,의정부경전철,어룡(용현산업단지),경기도 의정부시 용현동 564,경기도 의정부시 충의로 125,경기도,의정부시,충의로,125,,,,,
의정부경량전철주식회사,의정부경전철,의정부시청,경기도 의정부시 의정부동 617,경기도 의정부시 의정로 69,경기도,의정부시,의정로,69,,,,,
의정부경량전철주식회사,의정부경전철,의정부중앙,경기도 의정부시 의정부동 15-10,경기도 의정부시 호국로 1305,경기도,의정부시,호국로,1305,,,,,
의정부경량전철주식회사,의정부경전철,탑석,경기도 의정부시 용현동 558,경기도 의정부시 충의로 20,경기도,의정부시,충의로,20,,,,,
의정부경량전철주식회사,의정부경전철,회룡,경기도 의정부시 호원동 50-5,경기도 의정부시 평화로 363,경기도,의정부시,평화로,363,,,,,
의정부경량전철주식회사,의정부경전철,효자,경기도 의정부시 신곡동 773-2,경기도 의정부시 부용로 159-40,경기도,의정부시,부용로,159-40,,,,,
의정부경량전철주식회사,의정부경전철,흥선,경기도 의정부시 가능동 343-52,경기도 의정부시 호국로 1197,경기도,의정부시,호국로,1197,,,,,
코레일,경춘,가평(자라섬·남이섬),경기도 가평군 가평읍 달전리 567,경기도 가평군 가평읍 문화로 13-42,경기도,가평군,가평읍,문화로,13-42,,,,
코레일,경춘,갈매,구리시 갈매동 502-39,구리시 경춘북로 229,구리시,경춘북로,229,,,,,,
코레일,경춘,강촌,강원도 춘천시 남산면 방곡리 409,강원도 춘천시 남산면 강촌로 150,강원도,춘천시,남산면,강촌로,150,,,,
코레일,경춘,광운대,서울특별시 노원구 월계동 85,서울특별시 노원구 석계로 98-2,서울특별시,노원구,석계로,Feb-98,,,,,
코레일,경춘,굴봉산(제이드가든),강원도 춘천시 남산면 백양리 588-30,강원도 춘천시 남산면 서백길 192,강원도,춘천시,남산면,서백길,192,,,,
코레일,경춘,금곡,경기도 남양주시 금곡동 404-276,경기도 남양주시 금곡로19번길 47(금곡동),경기도,남양주시,금곡로19번길,47(금곡동),,,,,
코레일,경춘,김유정,강원도 춘천시 신동면 증리 945-2,강원도 춘천시 신동면 김유정로 1435,강원도,춘천시,신동면,김유정로,1435,,,,
코레일,경춘,남춘천(강원대),춘천시 퇴계동 633-2, 춘천시 영서로 2260,,춘천시,영서로,2260,,,,,
코레일,경춘,대성리,경기도 가평군 청평면 대성리 393-3,경기도 가평군 청평면 경춘로88,경기도,가평군,청평면,경춘로88,,,,,
코레일,경춘,마석,경기도 남양주시 화도읍 마석우리 222-2,경기도 남양주시 화도읍 마석중앙로 107,경기도,남양주시,화도읍,마석중앙로,107,,,,
코레일,경춘,망우,서울특별시 중랑구 상봉동 172,서울특별시 중랑구 망우로 55길 11-10,서울특별시,중랑구,망우로,55길,11월 10일,,,,
코레일,경춘,백양리(엘리시안강촌),강원도 춘천시 남산면 강촌리 680-7,강원도 춘천시 남산면 북한강변길 690,강원도,춘천시,남산면,북한강변길,690,,,,
코레일,경춘,별내(삼육대학교),경기도 남양주시 별내동 182-5,경기도 남양주시 경춘북로 375(별내동 182-5),경기도,남양주시,경춘북로,375(별내동,182-5),,,,
코레일,경춘,사릉,경기도 남양주시 진건읍 사능리 605-3,경기도 남양주시 진건우회로63 사릉역,경기도,남양주시,진건우회로63,사릉역,,,,,
코레일,경춘,상봉,서울특별시 중랑구 상봉동 100-46,서울특별시 중랑구 망우로 297,서울특별시,중랑구,망우로,297,,,,,
코레일,경춘,상천(호명호수),경기도 가평군 청평면 상천리 1260-1,경기도 가평군 청평면 상천역로29,경기도,가평군,청평면,상천역로29,,,,,
코레일,경춘,신내,서울특별시 중랑구 망우동 320-2,서울특별시 중랑구 신내역로 20,서울특별시,중랑구,신내역로,20,,,,,
코레일,경춘,중랑,서울특별시 중랑구 중화동 73-7,서울특별시 중랑구 중랑역로 9,서울특별시,중랑구,중랑역로,9,,,,,
코레일,경춘,천마산,경기도 남양주시 화도읍 묵현리 320-11,경기도 남양주시 화도읍 묵현로 25번길 37(묵현리),경기도,남양주시,화도읍,묵현로,25번길,37(묵현리),,,
코레일,경춘,청량리,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214,서울특별시,동대문구,왕산로,214,,,,,
코레일,경춘,청평,경기도 가평군 청평면 청평리 125-1,경기도 가평군 청평면 청평리 청평역로 97-33,경기도,가평군,청평면,청평리,청평역로,97-33,,,
코레일,경춘,춘천(한림대),강원도 춘천시 근화동 190,강원도 춘천시 공지로 591,강원도,춘천시,공지로,591,,,,,
코레일,경춘,퇴계원,경기도 남양주시 퇴계원면 퇴계원리 218-142,경기도 남양주시 퇴계원면 경춘북로 545,경기도,남양주시,퇴계원면,경춘북로,545,,,,
코레일,경춘,평내호평,경기도 남양주시 평내동 660,경기도 남양주시 경춘로 1375(평내동),경기도,남양주시,경춘로,1375(평내동),,,,,
코레일,경춘,회기,서울특별시 동대문구 휘경동 317-101,서울특별시 동대문구 회기로 196,서울특별시,동대문구,회기로,196,,,,,
공항철도주식회사,공항철도,검암,인천광역시 서구 검암동 414-204,인천광역시 서구 검바위로 26 (검암동) 공항철도 검암역,인천광역시,서구,검바위로,26,(검암동),공항철도,검암역,,
공항철도주식회사,공항철도,계양,인천광역시 계양구 귤현동 451-264,인천광역시 계양구 다남로 24 (귤현동) 공항철도 계양역,인천광역시,계양구,다남로,24,(귤현동),공항철도,계양역,,
