시군명,공동주택명정보,읍면동주소,지번주소,사용검사일자,층수,동수,세대수,의무관리대상여부,addr,x,y,lng,lat
의정부시,민락주공2단지,민락동,695-1,1999-08-25,20,11,860,Y,경기도 의정부시 민락동 695-1,964502.379344569,1971165.9100537,127.09710901244055,37.73942694191972
의정부시,반도유보라 아이비파크,낙양동,763,2017-09-22,21,13,939,Y,경기도 의정부시 낙양동 763,965144.053859928,1972384.75150986,127.10433325217228,37.75043711996095
의정부시,발곡풍림한국아파트,신곡동,727-1,1998-12-29,20,14,1582,Y,경기도 의정부시 신곡동 727-1,961332.057665253,1969900.62123284,127.06119472486994,37.727894362112416
의정부시,베르우스,의정부동,"163-8,11,12",2018-05-18,20,1,128,N,"경기도 의정부시 의정부동 163-8,11,12",960121.151269573,1970747.66492568,127.04740723488212,37.735476843504465
의정부시,베르우스M,용현동,44840,2019-04-16,20,1,201,Y,경기도 의정부시 용현동 44840,,,,
의정부시,부성파인,의정부동,nan,2018-08-21,20,1,136,N,경기도 의정부시 의정부동 nan,960118.522326444974,1971140.60934794997,127.04735583642197,37.73901834544113
의정부시,브라운빌리지,민락동,896,2015-12-15,24,5,371,N,경기도 의정부시 민락동 896,966297.189763685,1972924.78091961,127.11739772181846,37.755347662001526
의정부시,브라운스톤흥선,가능동,224-191,2008-01-29,23,9,673,Y,경기도 의정부시 가능동 224-191,958595.188965104,1971433.04014143,127.0300502694507,37.74158636422253
의정부시,비비르파크,의정부동,138-15,2013-11-01,15,1,180,Y,경기도 의정부시 의정부동 138-15,960187.509062377,1970770.896606,127.04815904824973,37.735689120291646
의정부시,산들마을1단지아파트,민락동,691-1,2000-04-08,20,17,1830,Y,경기도 의정부시 민락동 691-1,964124.219488112,1971483.80205349,127.092801376584,37.74227737678314
의정부시,산들마을2단지서광청구,민락동,692-1,1999-11-30,20,10,838,Y,경기도 의정부시 민락동 692-1,964419.616032634,1971443.63534952,127.09615608760697,37.7419268861413
의정부시,산들마을4단지,민락동,694,1999-10-29,18,12,928,Y,경기도 의정부시 민락동 694,964598.509750057,1971367.06140804,127.09819024909504,37.74124365854163
의정부시,산장연립,금오동,270-13,1986-02-08,3,7,87,N,경기도 의정부시 금오동 270-13,961124.193737871,1972911.8716378,127.05867483120159,37.75502604560969
의정부시,삼도세라믹,신곡동,686,1993-08-17,15,4,480,Y,경기도 의정부시 신곡동 686,961283.97504105,1971465.26507129,127.06056575441353,37.74199452925436
의정부시,삼성래미안진흥아파트,신곡동,767-1,2002-11-16,20,9,832,Y,경기도 의정부시 신곡동 767-1,962488.682874612,1972404.93164671,127.07419054348932,37.750513963974356
의정부시,삼환나우빌,장암동,14-126,2008-01-25,18,2,162,Y,경기도 의정부시 장암동 14-126,961450.075844626,1969587.81463596,127.06255054717204,37.72507999600308
의정부시,서하뜰,호원동,458-6,2018-10-25,17,1,70,N,경기도 의정부시 호원동 458-6,960195.18763465,1967970.1798842,127.0483994787486,37.71044647028592
의정부시,서해,신곡동,353-43,1998-07-31,25,11,1483,Y,경기도 의정부시 신곡동 353-43,961262.648800313,1970263.64125404,127.06038774974576,37.731163345017315
의정부시,송산주공1차,용현동,547-3,2002-08-16,20,18,1551,Y,경기도 의정부시 용현동 547-3,963182.17641147,1972270.26174179,127.08206936308297,37.74932835506931
의정부시,송산주공2단지아파트,민락동,731-2,2002-06-03,20,11,835,Y,경기도 의정부시 민락동 731-2,963613.322055967,1971767.22704989,127.08698851226801,37.74481172823091
의정부시,송산주공4단지,민락동,757-4,2002-06-18,20,9,735,Y,경기도 의정부시 민락동 757-4,963891.630904782,1970566.51462825,127.09020707904762,37.73400065090455
의정부시,송산주공5단지뜨란채,민락동,731-3,2000-10-16,20,4,320,Y,경기도 의정부시 민락동 731-3,963779.482490432,1971785.3937141,127.08887358640767,37.74498205884054
의정부시,송산주공6단지,민락동,735-1,2000-10-16,20,3,220,Y,경기도 의정부시 민락동 735-1,963683.89904003,1971625.67717205,127.08779666160837,37.74353873508549
의정부시,송산주공7단지,민락동,736-1,2002-08-22,20,6,442,Y,경기도 의정부시 민락동 736-1,963725.082959296,1971294.40275484,127.08828064447844,37.740554571758985
의정부시,송산푸르지오,민락동,735-5,2005-01-24,21,7,706,Y,경기도 의정부시 민락동 735-5,963748.923650314,1971486.08666828,127.08854166610152,37.74228317595602
의정부시,수락리버시티1단지,장암동,413,2009-08-26,15,12,680,Y,경기도 의정부시 장암동 413,960519.060687614,1965682.6078924,127.05219787916126,37.68984240772648
의정부시,수락리버시티2단지,장암동,412,2009-08-26,15,10,473,Y,경기도 의정부시 장암동 412,960694.126162119,1965680.0230797,127.05418359723062,37.68982663368733
의정부시,스마트트라움,의정부동,220-59,2019-04-26,23,1,60,N,경기도 의정부시 의정부동 220-59,960225.000976606,1971682.73779724,127.04853463008118,37.74390919246522
의정부시,스카이파크,의정부동,436-4외2,2015-04-10,15,1,84,N,경기도 의정부시 의정부동 436-4외2,959937.383820455,1971337.41556579,127.04528917160121,37.740784250401205
의정부시,스타파크빌,가능동,590-27,2018-06-08,6,4,130,N,경기도 의정부시 가능동 590-27,957776.416498857,1971361.94152823,127.0207615276958,37.74090813696358
