철도운영기관명,선명,역명,지번주소,도로명주소
서울교통공사,3호선,무악재,서울특별시 서대문구 홍제동 26-1 무악재역(3호선),서울특별시 서대문구 통일로 361(홍제동)
서울교통공사,3호선,불광,서울특별시 은평구 대조동 13-10 불광역(3호선),서울특별시 은평구 통일로 723-1(대조동)
서울교통공사,3호선,수서,서울특별시 강남구 수서동 728 수서역(3호선),서울특별시 강남구 광평로 270(수서동)
서울교통공사,3호선,신사,서울특별시 강남구 신사동 667 신사역(3호선),서울특별시 강남구 도산대로 102(신사동)
서울교통공사,3호선,안국,서울특별시 종로구 안국동 73-1 안국역(3호선),서울특별시 종로구 율곡로 62(안국동)
서울교통공사,3호선,압구정,서울특별시 강남구 신사동 668 압구정역(3호선),서울특별시 강남구 압구정로 172(신사동)
서울교통공사,3호선,약수,서울특별시 중구 신당동 369-44 약수역(3호선),서울특별시 중구 다산로 122(신당동)
서울교통공사,3호선,양재(서초구청),서울특별시 서초구 서초동 1366-9 양재역(3호선),서울특별시 서초구 남부순환로 2585(서초동)
서울교통공사,3호선,연신내,서울특별시 은평구 갈현동 397 연신내역(3호선),서울특별시 은평구 통일로 849(갈현동)
서울교통공사,3호선,오금,서울특별시 송파구 오금동 44-2 오금역(3호선),서울특별시 송파구 오금로 321(오금동)
서울교통공사,3호선,옥수,서울특별시 성동구 옥수동 168-1 옥수역(3호선),서울특별시 성동구 동호로 21(옥수동)
서울교통공사,3호선,을지로3가,서울특별시 중구 을지로3가 282-8 을지로3가역(3호선),서울특별시 중구 을지로 129(을지로3가)
서울교통공사,3호선,일원,서울특별시 강남구 일원동 717 일원역(3호선),서울특별시 강남구 일원로 121(일원동)
서울교통공사,3호선,잠원,서울특별시 서초구 잠원동 100-1 잠원역(3호선),서울특별시 서초구 잠원로4길 46(잠원동)
서울교통공사,3호선,종로3가,서울특별시 종로구 묘동 20-5 종로3가역(3호선),서울특별시 종로구 돈화문로 30(묘동)
서울교통공사,3호선,지축,경기도 고양시 덕양구 지축동 818-64 지축역(3호선),경기도 고양시 덕양구 삼송로 300(지축동)
서울교통공사,3호선,충무로,서울특별시 중구 필동2가 16-2 충무로역(3호선),서울특별시 중구 퇴계로 214(필동2가)
서울교통공사,3호선,학여울,서울특별시 강남구 대치동 514-3 학여울역(3호선),서울특별시 강남구 남부순환로 3104(대치동)
서울교통공사,3호선,홍제,서울특별시 서대문구 홍제동 161-1 홍제역(3호선),서울특별시 서대문구 통일로 440-1(홍제동)
